"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
"result.1",1.45393961162476,-0.1254786908801,2.05871317333075,0.28203937670103,0.450014852358988,0.220332787271486,-0.0610085868933305,0.152183457385246,0.23032980859097,0.522986560544252,-0.0609712466839571,0.00618006266368402,0.00760060064155092,0.183541247445785,-0.111051662414059,-0.14687401598533,-0.135419483806406,-0.294229197368711,0.351498776278699,0.614132889428602,-0.022832759051902,-0.063210510234895,-0.313038952120438,-0.0158086952391198,0.564502921512751,0.213290324875498,1.03704785720307,1.02833140947792,0.803516153391385,0.109772856414176,0.122238359646843,0.0950487153116452,0.246057231408075,-0.189938487914253,0.0769778083340123,-0.0906528127360162,0.619537729489818,-0.163369931650361,0.250032974742738,0.263197329566977,0.730983685322885,0.520532516912538,0.0972427607478473,0.186141576619941,-0.0489717446744703,0.0847122867900787,0.149543880679919,0.355203367875198,0.48850609046922,0.552723158861967,0.677523441483069,0.393686240966742,0.190183715045976,0.445977586032707,0.543334865016589,0.346481607761842
"result.2",0.63642917578959,-0.041185334494657,1.23698451003618,0.409809049960994,0.536154415530834,0.372827899313733,0.176176413719172,0.199960965678785,0.458998886168608,0.330087662214467,0.00137943038448452,-0.0977874236042343,-0.0101164505111482,0.262066556667364,0.0769075280092993,0.0603082514985208,-0.257205155652348,-0.297865177940062,0.375261591301387,0.738969436490105,0.0463609692517104,-0.181474113131037,-0.229950366661085,0.061646296016371,0.443049568223681,0.192756417055397,1.00573621098738,0.882429976652985,0.701276916137203,0.111216650776967,0.295964510162981,0.0128877230274764,0.425856986705475,-0.0619507384338637,0.200214319938294,-0.440724754768818,0.38489557578386,-0.369221210149816,0.194530304827062,0.464278832179726,0.728782359799211,0.697460609820373,0.226692728028534,0.281469837093946,-0.0567011371621905,0.111291458162379,0.277376749102067,0.537699553965833,0.56766518443325,0.479675825550309,0.581129612067012,0.773333125256763,0.313389421193651,0.971190088390418,0.532087291161,0.418891667080672
"result.3",1.51065137106173,-0.118116897583452,2.24018012896901,0.518658655096062,0.638161170009728,0.0910505205777216,-0.0227482574878521,0.169302094992372,0.423447712441792,0.406656729930942,-0.120782452076926,-0.0528497177803278,0.00455220884221013,0.311341756534837,-0.0604496856841734,0.0834233960329004,-0.316493214718179,-0.194641841272079,0.136380907386316,0.745175938906095,-0.12697395940887,0.0770332239289858,0.0387948733370696,0.0324805168028888,0.561585358342502,0.276367298973065,0.895762707154659,0.893549593059194,0.721771489772979,0.10846619337237,0.194314038858367,0.0483681528605889,0.288849447986334,-0.101853578369092,0.138510445535995,-0.471129125827177,0.364913857456275,-0.456853348990583,0.262889307115702,0.297247572817849,0.788113089715536,0.656185587613691,0.131118450740461,0.248856992865238,-0.0634337780643655,0.118764019553394,0.212681795632741,0.406153568000082,0.803215945490211,0.593042486208861,0.743626882263469,0.625337038622362,0.320776159894367,0.732736358479835,0.408625225624276,0.251460499662705
"result.4",1.45042980130671,-0.12143295370855,2.10270012047581,0.396218916302098,0.542477328667014,0.271342272317073,-0.0744364595651946,0.182415775964185,0.285672621241043,0.504452576813221,-0.116699633651544,0.0253022578933611,-0.0199323164373348,0.225839963656412,-0.0634134451642223,-0.119268653217016,-0.421586575375179,-0.228873265167406,0.41789255797562,0.573749901153635,-0.0207150908456012,-0.143712416278086,-0.18541906402573,-0.101772635614057,0.600098994182144,0.252603433054524,0.973641572882518,0.893174512909861,0.721741926652984,0.123364420291722,0.218521498954211,0.0596712495359428,0.245931137937691,-0.174983249621168,0.15292302975355,-0.446130243470084,0.434596322527658,-0.279101951982347,0.218480545704657,0.312918209730156,0.689437007323936,0.596111866474906,0.117754950260153,0.298327424496539,-0.0595827958990088,0.116536295835023,0.26517492275594,0.415006770532529,0.74388255339835,0.526056617230155,0.666476903244604,0.556161997046472,0.21417762100413,0.857689212492164,0.454034088853088,0.397522290812193
"result.5",0.954455502440194,-0.25963011675822,1.73430917667284,0.328030495874436,0.569818247528837,0.314724914233468,0.0486331275292207,0.321776425472791,0.502306032065107,0.315069276383337,0.0472652045419812,0.106649002631912,-0.00149439643623189,0.170816567697529,0.254590732652735,-0.173816417543006,-0.298025861285767,-0.336798898113426,0.4673414331441,0.65444550340153,-0.10407148907964,0.366118726094109,0.0399580711361475,0.00800422612396549,0.477002434195708,0.193387885715229,1.03573258638597,1.01488259524944,0.785796060614758,0.119819795951806,0.136673088720608,0.0917338103460983,0.0518597482992673,-0.190616771847479,0.0204224390508681,-0.418300280011701,0.390756508090924,-0.314384617730687,0.235211322947442,0.286175080653629,0.548578603422083,0.35529355777916,0.0913420146300345,0.181311816703093,-0.0532684483076559,0.122060650162643,0.159927113871922,0.383292614523898,0.505918077519124,0.589242726604418,0.895923563043302,0.550919456038022,0.334553250430251,0.544822881813471,0.419344917433725,0.271721459585445
"result.6",0.922138370213786,-0.0524107819156212,1.73189256759244,0.378737673793554,0.556538656495379,0.281898818890081,0.0294983328956462,0.211206492044207,0.357033169356427,0.508252558273315,-0.0898734159697608,0.0255245686673091,0.0450234429932843,0.192574967156248,0.0157453454728575,0.0488534275937528,-0.140437699337946,-0.192204800949743,0.279963177336381,0.842474376553531,-0.027595902977515,0.178810605977283,-0.0592032754294518,0.0886751294424711,0.501754960553036,0.262931938280756,0.923842235731474,0.943196999076345,0.691257242303202,0.116309803919321,0.172104341472471,0.0341362552409108,0.36499646485044,-0.10619830040646,0.18168523936585,-0.20216017317477,0.430505871643466,-0.499381882381019,0.195037718644545,0.372049316805241,1.03774409667554,0.870870485149764,0.154461058565924,0.120521707390852,-0.0520848208293352,0.105088802326399,0.221872716997034,0.421652536059641,0.961409090480878,0.654515080632597,0.643316779166311,0.607745468625028,0.204639264480081,0.618171440677386,0.488943041305505,0.334436554618323
"result.7",0.938828537362748,-0.0275275673866454,1.74192032387968,0.476987112917213,0.702092542153783,0.310596414940571,0.141107457763417,0.160464770505412,0.567535892435043,0.196946016921328,0.079618098491444,0.0913413881670535,0.0139998201083832,0.311323057007523,-0.210312816782284,0.195559961872509,-0.246864824457083,-0.201159479511345,0.102620588204827,0.691490302181291,0.0806861296819278,0.204226863978038,-0.174990997726798,0.0779522596510456,0.48384808486442,0.297539699600452,0.869425187111322,0.893616048165643,0.737959537888104,0.112463350244894,0.204755985470575,0.159675067456559,-0.0616248414255815,-0.226774144333336,-0.0723860187877981,-0.389310739702047,0.581834333463061,-0.340952724884675,0.201216781888661,0.326878301259608,0.481541050199959,0.398379212811861,0.090774174354461,0.432568360763998,-0.0801436190414127,0.1382121258971,0.232248338930135,0.396579334224793,0.854407176358454,0.68631856723274,1.01681893098505,0.634783485141388,0.355051178297313,0.941221081952409,0.475869605692249,0.372479081838701
"result.8",1.14177852413023,0.0263555728818478,2.06940382270227,0.594091456525831,0.649866811668656,0.179738507535835,0.0390658219844364,0.220800479936168,0.412720108021846,0.379993197513463,0.0284474038328155,0.0809880520015009,-0.00636162845797443,0.134305049738893,-0.0891080850355968,0.246626105688684,-0.352699714447264,-0.105912124192188,0.11803528420422,0.779322067751861,-0.106629999640451,-0.176582561413987,0.0322121249735659,0.041733904924015,0.35393215344906,0.286373671882393,0.87925833538874,0.8357362132058,0.711166484837579,0.116138713621991,0.282532812802138,-0.0507709417221272,0.338070419358781,-0.156658572102471,0.00328845430335249,-0.472374104436835,0.325125252558237,-0.423217629002373,0.191479801869476,0.24752807685381,0.637964567222671,0.586036517471737,0.11431145246305,0.394779504304154,-0.0592988460790074,0.16047930603471,0.310242070876584,0.518600666175586,0.88884804965628,0.52665780724044,0.720606137204099,0.682392390957321,0.306654207992619,0.849172042520035,0.516680400676534,0.39621481103377
"result.9",1.55190245123116,-0.0763141843046809,2.20119913034963,0.360606672479987,0.491436798248673,0.232959298284735,-0.0844258187073294,0.20953142536338,0.332676406383726,0.516911495799759,-0.0605135930872957,-0.00923879966456297,0.0567143435574213,0.0461082487502934,0.0534792835090549,-0.0398395331133275,-0.218476324120077,-0.127083439355355,0.138788015997144,0.826257440539765,-0.156429504255429,0.0302203456720951,0.0413865844173107,-0.0779018331080779,0.572722930699017,0.220268739382045,1.07232833639816,0.954360772285039,0.780185511327439,0.0969795609267301,0.235154720535648,-0.0840356144258971,0.174350924020976,-0.0581525212766069,0.0218169241203692,-0.183305594154344,0.439685635779272,-0.408662177046365,0.230814997451964,0.364703141240537,0.702802008333051,0.515544445959696,0.140592075833082,0.177850972721951,-0.0605399947802618,0.0788757973615304,0.250088668846712,0.479193273972236,0.938415779139807,0.674889390444062,0.899371778576244,0.424725175161183,0.248122972068288,0.61359522785854,0.391766538290015,0.316322439624395
"result.10",1.05660548410181,-0.0321234715741031,1.67138903248026,0.185032184388502,0.530322065438076,0.197072553439783,-0.119174971787688,0.202241314415194,0.363115633915948,0.40673329003991,0.0496590694056242,0.00750435504149654,-0.0599487081669018,0.371886988741348,0.110065999185132,-0.0259635641228849,-0.249445550290466,-0.282231518596683,0.248963899344415,0.737272931683521,-0.119132890869459,-0.0192539712477972,0.0342429175337989,0.074045209400659,0.488174479475511,0.210426320651346,1.0131991006386,0.925103219181068,0.741689843125832,0.0964015031888302,0.239415555294565,0.146359781977279,0.496257872965488,-0.109382360545991,0.18999515256593,-0.331793933561875,0.422593049526308,-0.387259141437123,0.224768255091506,0.306777881302134,0.858828135022128,0.767803127153054,0.14235871431535,0.190992643691695,-0.054478562135363,0.0865179436835608,0.246610305000807,0.442035175193416,0.588951606020477,0.513896346205111,0.845356758785268,0.475135723064677,0.260337426897157,0.793773448526816,0.497813946735747,0.380748054268897
