X,Y,field_1,id,id,a_registro,p_modal,p_fecha,p_id,tipo,top,bottom,a_humedad,a_s,a_t,a_ph_pasta,a_ph_h2o,a_ph_kcl,a_resistencia_pasta,a_base_ca,a_base_mg,a_base_k,a_base_na,a_mo_c,a_mo_n,a_mo_cn,a_arcilla,a_limo_2_20,a_limo_2_50,a_arena_muy_fina,a_arena_fina,a_arena_media,a_arena_gruesa,a_arena_muy_gruesa,a_ca_co3,a_conductividad,a_h,a_saturacion_t,a_saturacion_s_h,a_profundidad_muestra,barnices,co3,color_humedo_hvc,color_seco_hvc,concreciones,estructura_tipo,estructura_clase,estructura_grado,formaciones_especiales,humedad,limite_tipo,moteados,p_profundidad_napa,p_cobertura_vegetal,p_vegetacion_o_cultivos,p_u_mosaico,p_humedad_clase,p_erosion_clase,p_erosion_subclase,p_sales,p_uso_de_la_tierra,p_relieve,p_permeabilidad,p_escurrimiento,p_pendiente,p_anegamiento,p_drenaje,p_posicion,ph,raices,p_serie_nombre,p_serie_simbolo,p_grupo,p_observaciones
-60.409057305180873,-33.907239590623782,2295,805,3083,3489,false,1967-04-26,08/4 C,B22,65,95,32.7,23.1,24.3,5.8,7,5,6712,14.8,5.8,2.2,0.3,0.11,NA,NA,35,28.5,55.6,9,0.4,0,0,0,0,NA,3.5,96,NA,65 - 95,++,,7.5YR 4/2,,,prismas,gruesos,fuerte,,,gradual,"comunes, finos, precisos",NA,100,"Trébol blanco, Conisa",3360-33-3,uniforme,,acumulación,clase 0,ganadero,cóncavo,muy lenta,estancado,0 - 1%,clase 1,,pie de loma,6.5,,Lima,Li,Brunizem hidromórfico,En el contacto A12 - B21 existe una línea discontinua de A2.
-60.409057305180873,-33.907239590623782,2296,805,3084,3490,false,1967-04-26,08/4 C,B3,95,170,26.5,18.9,22.2,6,7.2,5,6712,12.1,4.8,1.8,0.2,0.11,NA,NA,26.6,26.8,60.4,12.2,0.8,0,0,0,0,NA,4.7,86,NA,95 - 170,,,7.5YR 4/4,,,prismas,gruesos,débil,,,gradual,"comunes, gruesos, sobresalientes",NA,100,"Trébol blanco, Conisa",3360-33-3,uniforme,,acumulación,clase 0,ganadero,cóncavo,muy lenta,estancado,0 - 1%,clase 1,,pie de loma,6.5,,Lima,Li,Brunizem hidromórfico,En el contacto A12 - B21 existe una línea discontinua de A2.
-60.409057305180873,-33.907239590623782,2297,805,3085,3491,false,1967-04-26,08/4 C,C,170,NA,27.1,27,26.8,6.2,7,5.2,6369,16.6,8.5,1.8,0.1,0.1,NA,NA,27.3,25.1,61.8,10.2,0.7,0,0,0,0,NA,3.1,100,NA,170 - 200,,,7.5YR 5/4,,,masiva,,,,,,"comunes, gruesos, sobresalientes (5YR 4/4)",NA,100,"Trébol blanco, Conisa",3360-33-3,uniforme,,acumulación,clase 0,ganadero,cóncavo,muy lenta,estancado,0 - 1%,clase 1,,pie de loma,7,,Lima,Li,Brunizem hidromórfico,En el contacto A12 - B21 existe una línea discontinua de A2.
-59.116519,-34.42209,2208,791,2980,1067,false,1965-11-26,1/110 C,A11,0,9,NA,21.2,27.6,5.3,5.7,5.1,2853,15.7,2.8,2,0.7,2.43,238,10,28.7,25.6,59.1,10.1,1.8,0.3,0,0,0,NA,NA,77,NA,0-9,,,10YR 3/2,10YR 5/2,,granular,muy finos,moderado,,,abrupto,,NA,100,Rastrojo de Phalaris (Predominan gramíneas y cardos),3560-11-2,uniforme,ligera,hídrica,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6,3,Solís,Ss,Brunizem,"Relieve: Normal subnormal
Reacción al HCL en toda la masa.
A3 algo poroso."
-59.116519,-34.42209,2217,791,2981,1068,false,1965-11-26,1/110 C,A12,9,16,NA,21.7,27.2,5.5,5.7,5,3736,17,2.2,1.7,0.8,2.32,213,11,28.7,28.7,61.1,9.3,0.7,0.2,0,0,0,NA,NA,80,NA,9-16,,,10YR 3/2,10YR 5/2,,granular,muy finos,moderado,Lombrices,,abrupto,,NA,100,Rastrojo de Phalaris (Predominan gramíneas y cardos),3560-11-2,uniforme,ligera,hídrica,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6,3,Solís,Ss,Brunizem,"Relieve: Normal subnormal
Reacción al HCL en toda la masa.
A3 algo poroso."
-59.116519,-34.42209,2214,791,2982,1069,false,1965-11-26,1/110 C,A3,16,23,NA,20.2,27.2,5.4,5.8,4.9,4106,15.2,3,1.3,0.7,1.27,154,8,30.2,21.9,57.4,11.3,0.9,0.2,0,0,0,NA,NA,74,NA,16-23,,,10YR 4/2,10YR 5/2,,granular,finos,moderado,,,claro,,NA,100,Rastrojo de Phalaris (Predominan gramíneas y cardos),3560-11-2,uniforme,ligera,hídrica,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6,3,Solís,Ss,Brunizem,"Relieve: Normal subnormal
Reacción al HCL en toda la masa.
A3 algo poroso."
-59.116519,-34.42209,2215,791,2983,1070,false,1965-11-26,1/110 C,B1,23,34,NA,21.9,27.4,5.3,6.1,4.8,3162,17.1,2.8,1.3,0.7,0.9,119,8,37.6,19.8,49.9,11.6,1,0.4,0,0,0,NA,NA,80,NA,23-34,Clay skins ++,,10YR 3/2,10YR 4/2,,bloques subangulares,finos,débil,insectos,,claro,,NA,100,Rastrojo de Phalaris (Predominan gramíneas y cardos),3560-11-2,uniforme,ligera,hídrica,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6,3,Solís,Ss,Brunizem,"Relieve: Normal subnormal
Reacción al HCL en toda la masa.
A3 algo poroso."
-59.116519,-34.42209,2210,791,2984,1071,false,1965-11-26,1/110 C,B21,34,60,NA,28.3,32.8,5.4,6.1,4.6,2505,22.3,3.9,1.5,0.6,0.68,88,8,47.7,17,42.8,8.2,1,0.3,0,0,0,NA,NA,86,NA,34-60,Clay skins +++,,7.5YR 3/2,,,bloques subangulares,gruesos,fuerte,insectos,,claro,Materia orgánica l p m 7.5YR 2/0,NA,100,Rastrojo de Phalaris (Predominan gramíneas y cardos),3560-11-2,uniforme,ligera,hídrica,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6,3,Solís,Ss,Brunizem,"Relieve: Normal subnormal
Reacción al HCL en toda la masa.
A3 algo poroso."
-59.116519,-34.42209,2213,791,2985,1072,false,1965-11-26,1/110 C,B22,60,79,NA,32.9,36.9,5.3,6.4,4.9,2094,26,4.4,1.9,0.6,0.47,65,7,54.3,15.1,37.2,7.8,0.6,0.1,0,0,0,NA,NA,89,NA,60-79,Clay skins +++,,7.5YR 4/2,,,bloques subangulares,medios,fuerte,,,gradual,c s g,NA,100,Rastrojo de Phalaris (Predominan gramíneas y cardos),3560-11-2,uniforme,ligera,hídrica,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6.5,2,Solís,Ss,Brunizem,"Relieve: Normal subnormal
Reacción al HCL en toda la masa.
A3 algo poroso."
-59.116519,-34.42209,2212,791,2986,1073,false,1965-11-26,1/110 C,B23,79,106,NA,33,37.6,5.8,6.6,5.1,1971,24.8,5.7,1.9,0.6,0.44,0.06,7,51.5,16.5,41.3,6.6,0.6,0,0,0,0,NA,NA,88,NA,79-106,Clay Skins +++,,7.5YR 4/4,,,bloques subangulares,medios,moderado,,,gradual,c s g,NA,100,Rastrojo de Phalaris (Predominan gramíneas y cardos),3560-11-2,uniforme,ligera,hídrica,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6.5,2,Solís,Ss,Brunizem,"Relieve: Normal subnormal
Reacción al HCL en toda la masa.
A3 algo poroso."
-59.116519,-34.42209,2216,791,2987,1074,false,1965-11-26,1/110 C,B31,106,128,NA,23.6,25.7,5.9,6.6,5,2505,18.8,2.6,1.6,0.6,0.17,35,5,24.6,26,58.7,15.2,1.3,0.2,0,0,0,NA,NA,92,NA,106-128,Clay skins ++,,7.5YR 5/4,,,granular,medios,débil,,,difuso,a s g,NA,100,Rastrojo de Phalaris (Predominan gramíneas y cardos),3560-11-2,uniforme,ligera,hídrica,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6.5,1,Solís,Ss,Brunizem,"Relieve: Normal subnormal
Reacción al HCL en toda la masa.
A3 algo poroso."
-59.116519,-34.42209,2211,791,2989,1076,false,1965-11-26,1/110 C,B33ca,250,410,NA,NA,34.7,7.5,8,7.1,1539,NA,NA,2.6,0.6,0.14,27,5,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,250+,Clay skins +,++,7.5YR 5/4,,,,,,,,,,NA,100,Rastrojo de Phalaris (Predominan gramíneas y cardos),3560-11-2,uniforme,ligera,hídrica,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,NA,,Solís,Ss,Brunizem,"Relieve: Normal subnormal
Reacción al HCL en toda la masa.
A3 algo poroso."
-59.116519,-34.42209,2209,791,2988,1075,false,1965-11-26,1/110 C,IIB32,128,NA,NA,25.5,27.5,5.7,6.3,4.8,2053,19.7,3.3,1.8,0.7,0.16,31,5,29.8,20.6,53.1,13.8,3.3,0,0,0,0,NA,NA,93,NA,128-250,Clay skins +,,7.5YR 4/2,,,migajosa,medios,débil,,,,,NA,100,Rastrojo de Phalaris (Predominan gramíneas y cardos),3560-11-2,uniforme,ligera,hídrica,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6.5,,Solís,Ss,Brunizem,"Relieve: Normal subnormal
Reacción al HCL en toda la masa.
A3 algo poroso."
-59.190417,-34.46646,2222,794,2997,1077,false,1965-11-21,1/111 C,Ap,0,10,NA,19.5,24.8,4.9,5.3,4.9,1683,14.6,2.1,2.3,0.5,2.66,278,10,19.8,29.6,68.9,9.3,2,0,0,0,0,NA,NA,79,NA,0-10,,,10YR 3/2,10YR 5/2,,granular,muy finos,moderado,,,abrupto,,NA,100,"Pradera mezcla: alfalfa, Lupimus, Bromus, Manzanilla, Hinojo silvestre, cebada",3560-11-2,uniforme,ligera,hídrica,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,5.5,3,Solís,Ss,Brunizem,"Escurrimiento lento medio.
A3 algo poroso"
-59.190417,-34.46646,2220,794,2999,1079,false,1965-11-21,1/111 C,A3,23,20,NA,19.2,24.4,5.2,5.8,4.8,4311,14,3.2,1.5,0.5,1.47,162,9,31.3,24.5,57.4,11,0.2,0.1,0,0,0,NA,NA,79,NA,23-30,,,10YR 2/1,,,granular,muy finos,moderado,,,claro,,NA,100,"Pradera mezcla: alfalfa, Lupimus, Bromus, Manzanilla, Hinojo silvestre, cebada",3560-11-2,uniforme,ligera,hídrica,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6,3,Solís,Ss,Brunizem,"Escurrimiento lento medio.
A3 algo poroso"
-59.190417,-34.46646,2223,794,2998,1078,false,1965-11-21,1/111 C,A12,10,23,NA,19.1,24.6,5.3,5.7,4.9,3572,14.4,2.5,1.7,0.5,1.9,185,10,28.3,24.3,62.9,8.1,0.7,0,0,0,0,NA,NA,78,NA,10-23,,,10YR 3/2,10YR 5/2,,granular,muy finos,moderado,,,abrupto,,NA,100,"Pradera mezcla: alfalfa, Lupimus, Bromus, Manzanilla, Hinojo silvestre, cebada",3560-11-2,uniforme,ligera,hídrica,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6,3,Solís,Ss,Brunizem,"Escurrimiento lento medio.
A3 algo poroso"
-59.190417,-34.46646,2226,794,3000,1080,false,1965-11-21,1/111 C,B21,30,40,NA,22.5,30.8,5.1,5.8,4.8,3244,17.4,3.1,1.4,0.6,1.22,153,8,41.2,23.3,49.3,8.9,0.6,0,0,0,0,NA,NA,73,NA,30-40,Clay skins ++,,10YR 2/2,,,bloques subangulares,gruesos,moderado,,,claro,,NA,100,"Pradera mezcla: alfalfa, Lupimus, Bromus, Manzanilla, Hinojo silvestre, cebada",3560-11-2,uniforme,ligera,hídrica,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6,2,Solís,Ss,Brunizem,"Escurrimiento lento medio.
A3 algo poroso"
-59.190417,-34.46646,2225,794,3001,1081,false,1965-11-21,1/111 C,B22,40,60,NA,29,34,5.3,6.1,4.7,1971,22.9,3.7,1.6,0.8,0.6,88,7,53.3,15.1,39.3,7.3,0.1,0,0,0,0,NA,NA,85,NA,40-60,Clay skins +++,,7.5YR 3/2,,,bloques subangulares,gruesos,fuerte,,,claro,Materia orgánica a d s 10YR 2/2,NA,100,"Pradera mezcla: alfalfa, Lupimus, Bromus, Manzanilla, Hinojo silvestre, cebada",3560-11-2,uniforme,ligera,hídrica,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6,2,Solís,Ss,Brunizem,"Escurrimiento lento medio.
A3 algo poroso"
-59.190417,-34.46646,2221,794,3002,1082,false,1965-11-21,1/111 C,B23,60,80,NA,26.4,30.6,5.4,6.5,5,2098,20.5,3.5,1.5,0.9,0.48,71,7,49.6,14.6,41.9,8,0.3,0.2,0,0,0,NA,NA,86,NA,60-80,Clay skins +++,,7.5YR 4/2,,,bloques subangulares,medios,moderado,,,gradual,e d g 10YR 2/2,NA,100,"Pradera mezcla: alfalfa, Lupimus, Bromus, Manzanilla, Hinojo silvestre, cebada",3560-11-2,uniforme,ligera,hídrica,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6.5,1,Solís,Ss,Brunizem,"Escurrimiento lento medio.
A3 algo poroso"
-59.190417,-34.46646,2224,794,3003,1083,false,1965-11-21,1/111 C,B3,80,122,NA,28.4,31.6,5.5,6.7,5.1,2118,20.9,5,1.6,0.9,0.42,63,7,42.2,25.1,50.8,6.5,0.5,0,0,0,0,NA,NA,90,NA,80-122,Clay skins +,,7.5YR 4/4,,,bloques subangulares,medios,moderado,,,difuso,a s g 7.5YR 2/0,NA,100,"Pradera mezcla: alfalfa, Lupimus, Bromus, Manzanilla, Hinojo silvestre, cebada",3560-11-2,uniforme,ligera,hídrica,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,6.5,,Solís,Ss,Brunizem,"Escurrimiento lento medio.
A3 algo poroso"
-59.190417,-34.46646,2219,794,3004,1084,false,1965-11-21,1/111 C,B3ca,122,300,NA,NA,35,7.6,8.5,7.3,1818,NA,NA,2.3,0.7,0.15,32,5,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,300-,Clay skins +,,7.5YR 5/4,,Ca +,migajosa,finos,moderado,,,,c s g 7.5YR 2/0,NA,100,"Pradera mezcla: alfalfa, Lupimus, Bromus, Manzanilla, Hinojo silvestre, cebada",3560-11-2,uniforme,ligera,hídrica,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,7,,Solís,Ss,Brunizem,"Escurrimiento lento medio.
A3 algo poroso"
-59.158333,-34.944167,10,206,NA,NA,true,1966-10-24,1/317-C,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,NA,NA,,3560-17-4 Lozano,,,,,,,,,,,,,NA,,Navarro,,Argialbol Argiacuico,
-60.338233590776937,-33.367199199163572,160,366,270,NA,false,1967-11-21,10/1030 C,Enlame,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,10YR 4/2,10YR 6/2,,laminar,finos,moderado,,seco,abrupto,,150,15,Pastura natural con Pelo de chancho,3360-27-1,uniforme,moderada,hídrica,clase 4,ganadero,,lenta,medio,0 - 1%,clase 2,clase 1,bajo,7.5,2,Complejo La Emilia,,,"A2: cabezas de columnas muy lixiviadas, donde en sectores se aprecia una característica de estructura laminar. Su espesor es variable, desapareciendo incluso en ciertos sectores de la calicata."
-60.338233590776937,-33.367199199163572,161,366,271,5285,false,1967-11-21,10/1030 C,A1,6,14,26.3,NA,20.2,8.9,9.4,8.1,773,NA,NA,3.6,11.7,0.6,56,11,18.2,28.8,76.2,5.2,0.4,0,0,0,0.5,1.9,NA,NA,NA,6 - 14,,+ en puntos,10YR3/3,10YR4/2,,bloques subangulares,medios,fuerte,,seco,abrupto,"Fe ++ finos, precisos",150,15,Pastura natural con Pelo de chancho,3360-27-1,uniforme,moderada,hídrica,clase 4,ganadero,,lenta,medio,0 - 1%,clase 2,clase 1,bajo,9,1,Complejo La Emilia,,,"A2: cabezas de columnas muy lixiviadas, donde en sectores se aprecia una característica de estructura laminar. Su espesor es variable, desapareciendo incluso en ciertos sectores de la calicata."
-60.338233590776937,-33.367199199163572,156,366,272,5286,false,1967-11-21,10/1030 C,A2,14,23,25.5,NA,18,9.2,9.6,8.3,769,NA,NA,3,13.1,0.58,54,11,16.1,27.1,79.2,4.3,0.4,0,0,0,0.3,1.9,NA,NA,NA,14 - 23,,+ en puntos,10YR 3.5/3,10YR 5/3,Fe Mn +,columnar,gruesos,débil,,fresco,claro,"Fe ++ finos, sobresalientes",150,15,Pastura natural con Pelo de chancho,3360-27-1,uniforme,moderada,hídrica,clase 4,ganadero,,lenta,medio,0 - 1%,clase 2,clase 1,bajo,9.2,,Complejo La Emilia,,,"A2: cabezas de columnas muy lixiviadas, donde en sectores se aprecia una característica de estructura laminar. Su espesor es variable, desapareciendo incluso en ciertos sectores de la calicata."
-60.338233590776937,-33.367199199163572,158,366,273,5287,false,1967-11-21,10/1030 C,B2,23,76,67.8,NA,34.2,8.9,9.3,8,670,NA,NA,4.4,19.9,0.24,36,7,46,17,50.2,3.5,0.3,0,0,0,1.4,1.1,NA,NA,NA,23 - 76,++ 7.5YR 3/2,++ medianas,7.5YR 4/2,,Fe Mn +,prismas,gruesos,débil,"Slikensides comunes, medios.",fresco,gradual,"Fe comunes, medios, precisos",150,15,Pastura natural con Pelo de chancho,3360-27-1,uniforme,moderada,hídrica,clase 4,ganadero,,lenta,medio,0 - 1%,clase 2,clase 1,bajo,9,,Complejo La Emilia,,,"A2: cabezas de columnas muy lixiviadas, donde en sectores se aprecia una característica de estructura laminar. Su espesor es variable, desapareciendo incluso en ciertos sectores de la calicata."
-60.338233590776937,-33.367199199163572,159,366,274,5288,false,1967-11-21,10/1030 C,B3,76,120,39.1,NA,29.5,8.2,8.9,7.5,921,NA,NA,3.7,11.1,0.15,22,7,32.3,23.7,62.7,4.5,0.5,0,0,0,0.6,0.5,NA,NA,NA,76 - 120,,++ medianas,7.5YR 4/4,,,bloques angulares,medios,moderado,,húmedo,gradual,"Fe comunes, medios, precisos",150,15,Pastura natural con Pelo de chancho,3360-27-1,uniforme,moderada,hídrica,clase 4,ganadero,,lenta,medio,0 - 1%,clase 2,clase 1,bajo,8.6,,Complejo La Emilia,,,"A2: cabezas de columnas muy lixiviadas, donde en sectores se aprecia una característica de estructura laminar. Su espesor es variable, desapareciendo incluso en ciertos sectores de la calicata."
-60.338233590776937,-33.367199199163572,157,366,275,5289,false,1967-11-21,10/1030 C,C,120,140,27.5,NA,22.9,8,8.8,7.6,1591,NA,NA,2.6,4.3,0.12,NA,NA,16.7,24.3,74.3,7.8,1.2,0,0,0,6.1,NA,NA,NA,NA,120 +,,,7.5YR 4/4,,,masiva,,,,mojado,,"Fe comunes, medios, precisos",150,15,Pastura natural con Pelo de chancho,3360-27-1,uniforme,moderada,hídrica,clase 4,ganadero,,lenta,medio,0 - 1%,clase 2,clase 1,bajo,9,,Complejo La Emilia,,,"A2: cabezas de columnas muy lixiviadas, donde en sectores se aprecia una característica de estructura laminar. Su espesor es variable, desapareciendo incluso en ciertos sectores de la calicata."
-60.337138444151059,-33.366061931513613,145,364,258,5290,false,1967-11-21,10/1031 C,A1,0,14,32.3,19,24.9,4.8,5,4.7,2387,12,3.6,2.9,0.5,2.81,327,9,34.8,34.8,59.1,5.5,0.6,0,0,0,0,NA,6.7,76,54.5,0 - 14,,,10YR 3/2,10YR 5/2,,bloques subangulares,medios,fuerte,,seco,claro,"Fe comunes, finos, débiles",NA,80,"Pastura natural, gramíneas, cardo, lengua de vaca.",3360-27-1,no uniforme,severa,,,ganadero,,lenta,medio,0 - 1%,clase 3,clase 2,bajo,6.5,2,Complejo La Emilia,,,"B21 se presenta en columnas, algunas de las cuales se encuentran moderadamente lixiviadas, formando en ciertos sectores un incipiente A2 con interdigitaciones del mismo, en este horizonte."
-60.337138444151059,-33.366061931513613,144,364,259,5291,false,1967-11-21,10/1031 C,B21,14,32,28,17.5,20.1,5.6,6.1,5.3,2136,10.3,3.9,2.6,0.7,1.03,128,8,28.4,27.4,65.5,5.4,0.7,0,0,0,0,NA,3,87,41,14 - 32,+,Ca + en puntos,10YR 3/4,10YR 4/2,,columnar,medios,fuerte,lixiviado,seco,claro,"Fe comunes, finos, precisos",NA,80,"Pastura natural, gramíneas, cardo, lengua de vaca.",3360-27-1,no uniforme,severa,,,ganadero,,lenta,medio,0 - 1%,clase 3,clase 2,bajo,8.6,1,Complejo La Emilia,,,"B21 se presenta en columnas, algunas de las cuales se encuentran moderadamente lixiviadas, formando en ciertos sectores un incipiente A2 con interdigitaciones del mismo, en este horizonte."
-60.337138444151059,-33.366061931513613,148,364,260,5292,false,1967-11-21,10/1031 C,B22,32,70,37,24.4,24.4,7,7.8,6.6,1424,12.3,7.3,2.9,1.9,0.55,76,7,36.9,23.3,57.1,5.4,0.6,0,0,0,0,NA,1.5,100,57,32 - 70,+++ 7.5YR 3/2,Ca + en puntos,7.5YR 4/2,7.5YR 3/2,,prismas,gruesos,fuerte,,fresco a húmedo,claro,"Fe comunes, finos, precisos",NA,80,"Pastura natural, gramíneas, cardo, lengua de vaca.",3360-27-1,no uniforme,severa,,,ganadero,,lenta,medio,0 - 1%,clase 3,clase 2,bajo,8.6,,Complejo La Emilia,,,"B21 se presenta en columnas, algunas de las cuales se encuentran moderadamente lixiviadas, formando en ciertos sectores un incipiente A2 con interdigitaciones del mismo, en este horizonte."
-60.337138444151059,-33.366061931513613,147,364,261,5293,false,1967-11-21,10/1031 C,B3,70,130,26.7,NA,22.8,7.6,8.2,6.9,1885,NA,NA,2.7,1.4,0.2,32,6,16.6,27.2,76,6.5,0.9,0,0,0,0.2,NA,NA,NA,35.5,70 - 130,,Ca ++ en la masa,7.5YR 4/4,7.5YR 5/2,,bloques subangulares,gruesos,moderado,nódulos fuertemente cementado Fe,húmedo,gradual,"Fe ++ finos, grandes",NA,80,"Pastura natural, gramíneas, cardo, lengua de vaca.",3360-27-1,no uniforme,severa,,,ganadero,,lenta,medio,0 - 1%,clase 3,clase 2,bajo,8.4,,Complejo La Emilia,,,"B21 se presenta en columnas, algunas de las cuales se encuentran moderadamente lixiviadas, formando en ciertos sectores un incipiente A2 con interdigitaciones del mismo, en este horizonte."
-60.337138444151059,-33.366061931513613,146,364,262,5294,false,1967-11-21,10/1031 C,C,130,150,28.9,22.1,23,7.3,7.8,6.6,2555,14.2,5,2.3,0.6,0.14,22,6,15,36.6,77.9,6.2,0.9,0,0,0,0,NA,1,96,36,130 +,,,7.5YR 5/4,7.5YR 6/4,,masiva,,,,,,,NA,80,"Pastura natural, gramíneas, cardo, lengua de vaca.",3360-27-1,no uniforme,severa,,,ganadero,,lenta,medio,0 - 1%,clase 3,clase 2,bajo,NA,,Complejo La Emilia,,,"B21 se presenta en columnas, algunas de las cuales se encuentran moderadamente lixiviadas, formando en ciertos sectores un incipiente A2 con interdigitaciones del mismo, en este horizonte."
-60.368287721471191,-33.364821701360384,243,397,466,5295,false,1967-11-21,10/1032 C,Ap,0,12,26.5,15.1,18.6,5.2,5.4,5.1,2723,10,2.9,2.1,0.1,1.26,146,9,19.2,38,77,3.2,0.6,0,0,0,0,NA,3.9,81,40.5,0 - 12,,,10YR 3/2,10YR 5/2,,granular,,,,seco,abrupto,,NA,100,Rastrojo de maíz,3360-27-1,no uniforme,nula,,,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 3,loma,6,2,Ramallo,Ra,,
-60.368287721471191,-33.364821701360384,242,397,467,5296,false,1967-11-21,10/1032 C,A1,12,26,27.6,15.5,19.3,5.3,5.6,5.1,3476,11.2,1.9,2.3,0.1,1.26,144,9,28.8,30.4,67.3,3.5,0.4,0,0,0,0,NA,3,80,47.5,12 - 26,,,10YR 3/2,10YR 5/2,,bloques subangulares,medios,moderado,ligero piso de arado,fresco,claro,,NA,100,Rastrojo de maíz,3360-27-1,no uniforme,nula,,,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 3,loma,6,2,Ramallo,Ra,,
-60.368287721471191,-33.364821701360384,244,397,468,5297,false,1967-11-21,10/1032 C,B1,26,35,27.7,14.7,18.7,5.3,5.6,5.1,4063,10.4,2.5,1.7,0.1,0.76,0.1,8,28.2,30.2,67.5,3.8,0.5,0,0,0,0,NA,3,79,48.5,26 - 35,+,,10YR 3/3,10YR 4/2,,bloques subangulares,medios,débil,ligeramente poroso,fresco,claro,"Fe +  finos, débiles",NA,100,Rastrojo de maíz,3360-27-1,no uniforme,nula,,,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 3,loma,6,2,Ramallo,Ra,,
-60.368287721471191,-33.364821701360384,246,397,469,5298,false,1967-11-21,10/1032 C,B21,35,70,44.7,30.7,34.1,5.8,6.1,5.2,1928,22.1,6.1,2.3,0.2,0.54,76,7,52.7,16.2,44.6,2.5,0.2,0,0,0,0,NA,3.1,90,84,35 - 70,+++,,7.5YR 4/2,7.5YR 4/4,,prismas,gruesos,fuerte,,fresco a húmedo,claro,,NA,100,Rastrojo de maíz,3360-27-1,no uniforme,nula,,,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 3,loma,6,1,Ramallo,Ra,,
-60.368287721471191,-33.364821701360384,245,397,470,9299,false,1967-11-21,10/1032 C,B22,70,92,37,27.6,30.8,6.1,6.5,5.5,1928,20.2,5.2,2.1,0.1,0.33,47,7,40.2,23.1,55.3,4,0.5,0,0,0,0,NA,2,90,65,70 - 92,++ (7.5YR 3/2),,7.5YR 4/4,7.5YR 5/4,,prismas,medios,moderado,chorreaduras de materia orgánica,fresco a húmedo,claro,,NA,100,Rastrojo de maíz,3360-27-1,no uniforme,nula,,,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 3,loma,6,1,Ramallo,Ra,,
-60.368287721471191,-33.364821701360384,248,397,471,5300,false,1967-11-21,10/1032 C,B3,92,145,30.8,24.4,27,6.2,6.5,5.6,2204,18.8,3.8,1.7,0.1,0.17,34,6,23.2,36.1,71.6,4.5,0.7,0,0,0,0,NA,2,90,48.5,92 - 145,,,7.5YR 4/4,7.5YR 5/4,,prismas,medios,débil,chorreaduras de materia orgánica,húmedo,claro,,NA,100,Rastrojo de maíz,3360-27-1,no uniforme,nula,,,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 3,loma,6,1,Ramallo,Ra,,
-60.368287721471191,-33.364821701360384,247,397,472,5301,false,1967-11-21,10/1032 C,Cca,145,165,27.6,NA,22.6,7.5,8.1,7,2066,NA,NA,1.3,0.1,0.16,26,6,18.1,25.6,76.9,4.2,0.8,0,0,0,7.8,NA,NA,NA,37,145 +,,+++ masa,7.5YR 5/4,7.5YR 6/4,CaCO3 ++ (2 cm. de diámetro),masiva,,,,húmedo,,,NA,100,Rastrojo de maíz,3360-27-1,no uniforme,nula,,,agrícola,normal,lenta,lento,0 - 1%,clase 5,clase 3,loma,8,,Ramallo,Ra,,
